N,nx,nu,qp_solver,time_tot
70,10,5,FULL_CONDENSING_HPIPM,"[0.001457, 0.001226, 0.000898, 0.000741, 0.000761, 0.00083, 0.000712, 0.000789, 0.000801, 0.000971, 0.000925, 0.000779, 0.000726, 0.000969, 0.000995, 0.000761, 0.000742, 0.000754, 0.000722, 0.000867, 0.000882, 0.000814, 0.000752, 0.001418, 0.00074, 0.000832, 0.000755, 0.00072, 0.000767, 0.000723, 0.000706, 0.000798, 0.000715, 0.000728, 0.000708, 0.000715, 0.0007, 0.000749, 0.000861, 0.000739, 0.000709, 0.000729, 0.000785, 0.001485, 0.000915, 0.000743, 0.000713, 0.000704, 0.000973, 0.001147]"
80,10,5,PARTIAL_CONDENSING_HPIPM,"[0.000508, 0.00041, 0.000374, 0.000308, 0.000307, 0.000294, 0.000308, 0.000686, 0.000522, 0.000292, 0.000303, 0.0003, 0.000293, 0.000304, 0.000288, 0.000296, 0.000298, 0.000297, 0.000296, 0.000287, 0.000289, 0.000289, 0.000321, 0.000292, 0.000301, 0.000289, 0.000289, 0.000288, 0.000289, 0.000299, 0.000306, 0.000301, 0.00029, 0.0003, 0.000293, 0.00029, 0.000301, 0.000287, 0.000305, 0.000289, 0.000293, 0.000288, 0.000289, 0.00029, 0.000288, 0.000292, 0.000288, 0.000295, 0.000292, 0.000304]"
80,10,5,FULL_CONDENSING_HPIPM,"[0.001537, 0.001022, 0.000948, 0.000917, 0.000914, 0.001047, 0.001026, 0.001007, 0.001171, 0.001046, 0.000999, 0.000966, 0.001459, 0.001312, 0.000965, 0.000915, 0.00094, 0.001268, 0.001083, 0.00105, 0.000962, 0.000931, 0.000917, 0.000927, 0.000926, 0.000935, 0.000936, 0.000947, 0.000905, 0.000908, 0.000923, 0.000935, 0.000928, 0.000987, 0.000997, 0.000964, 0.001001, 0.000928, 0.001007, 0.001064, 0.001064, 0.001233, 0.001022, 0.001004, 0.000947, 0.000923, 0.000914, 0.001005, 0.001282, 0.00108]"
90,10,5,PARTIAL_CONDENSING_HPIPM,"[0.00079, 0.000347, 0.000347, 0.000337, 0.000361, 0.000335, 0.000336, 0.000329, 0.000331, 0.000326, 0.000338, 0.000322, 0.000329, 0.000324, 0.00033, 0.000328, 0.000334, 0.000377, 0.000349, 0.000327, 0.00033, 0.000324, 0.000329, 0.000323, 0.00033, 0.000325, 0.000625, 0.000643, 0.001132, 0.00037, 0.00034, 0.000333, 0.000331, 0.000685, 0.00104, 0.000436, 0.000375, 0.000342, 0.000344, 0.000585, 0.000737, 0.000502, 0.000377, 0.000362, 0.000335, 0.00033, 0.000329, 0.000331, 0.000382, 0.000334]"
90,10,5,FULL_CONDENSING_HPIPM,"[0.001842, 0.001423, 0.001279, 0.001185, 0.001196, 0.001353, 0.001522, 0.001283, 0.001418, 0.002151, 0.001393, 0.001263, 0.001244, 0.001563, 0.001386, 0.001235, 0.001262, 0.001628, 0.001524, 0.001273, 0.001294, 0.001304, 0.001197, 0.001164, 0.001223, 0.001275, 0.001206, 0.001194, 0.001294, 0.001332, 0.001474, 0.001314, 0.001421, 0.001784, 0.001261, 0.001194, 0.001269, 0.001384, 0.00122, 0.001191, 0.001255, 0.001463, 0.001309, 0.001187, 0.001185, 0.001306, 0.001267, 0.001191, 0.0014, 0.001697]"
100,10,5,PARTIAL_CONDENSING_HPIPM,"[0.000444, 0.000369, 0.000374, 0.000382, 0.000384, 0.000369, 0.000375, 0.000366, 0.000368, 0.000361, 0.00037, 0.000369, 0.00037, 0.000361, 0.000371, 0.000361, 0.000364, 0.000376, 0.000362, 0.000361, 0.000361, 0.00036, 0.000369, 0.000361, 0.000363, 0.000381, 0.00037, 0.000371, 0.000382, 0.00038, 0.000367, 0.000372, 0.000369, 0.000372, 0.00036, 0.000367, 0.000361, 0.000402, 0.000368, 0.000369, 0.000361, 0.000366, 0.00036, 0.000368, 0.00036, 0.000367, 0.000375, 0.000373, 0.000368, 0.000367]"
100,10,5,FULL_CONDENSING_HPIPM,"[0.002144, 0.001535, 0.001564, 0.001708, 0.001618, 0.001534, 0.001495, 0.00155, 0.001499, 0.001466, 0.001492, 0.001862, 0.00184, 0.001532, 0.00159, 0.001575, 0.001497, 0.001512, 0.001488, 0.001478, 0.001541, 0.001548, 0.001615, 0.001499, 0.001526, 0.001474, 0.001459, 0.001456, 0.001503, 0.001526, 0.001517, 0.001542, 0.00179, 0.001844, 0.001639, 0.001545, 0.00149, 0.001462, 0.001511, 0.001555, 0.001511, 0.001585, 0.001585, 0.001484, 0.001495, 0.001474, 0.001536, 0.001508, 0.001462, 0.00159]"
200,10,5,PARTIAL_CONDENSING_HPIPM,"[0.001526, 0.000802, 0.000749, 0.000728, 0.000728, 0.000751, 0.000737, 0.00074, 0.000727, 0.000731, 0.000749, 0.000751, 0.000766, 0.000764, 0.000829, 0.000748, 0.000768, 0.000808, 0.000786, 0.000764, 0.000806, 0.000743, 0.000731, 0.000728, 0.000722, 0.000739, 0.000739, 0.00073, 0.00073, 0.00073, 0.001097, 0.000772, 0.000762, 0.000748, 0.000783, 0.000782, 0.000746, 0.000801, 0.000753, 0.000749, 0.000728, 0.000727, 0.000745, 0.000727, 0.00075, 0.000821, 0.000793, 0.000745, 0.000727, 0.000763]"
200,10,5,FULL_CONDENSING_HPIPM,"[0.012356, 0.012071, 0.011485, 0.011471, 0.010433, 0.011413, 0.011085, 0.010487, 0.011516, 0.011327, 0.010671, 0.011791, 0.012695, 0.010812, 0.011511, 0.01206, 0.010413, 0.010299, 0.012055, 0.010557, 0.010146, 0.01196, 0.010397, 0.010816, 0.011708, 0.010719, 0.010501, 0.012009, 0.011132, 0.011561, 0.011122, 0.010804, 0.010745, 0.010981, 0.010688, 0.010615, 0.010475, 0.010721, 0.010691, 0.011439, 0.010402, 0.011119, 0.010547, 0.010409, 0.010119, 0.013228, 0.011589, 0.011066, 0.010582, 0.011876]"
300,10,5,PARTIAL_CONDENSING_HPIPM,"[0.001964, 0.001224, 0.001121, 0.001128, 0.001104, 0.001128, 0.001116, 0.001204, 0.001183, 0.001491, 0.001436, 0.001199, 0.001165, 0.001171, 0.001229, 0.001383, 0.0012, 0.001197, 0.001346, 0.001215, 0.001422, 0.001251, 0.001178, 0.001116, 0.00111, 0.001114, 0.001125, 0.001148, 0.001128, 0.001125, 0.001202, 0.001375, 0.00128, 0.001274, 0.001152, 0.00122, 0.001329, 0.001216, 0.001135, 0.001135, 0.001209, 0.001389, 0.001207, 0.001241, 0.001435, 0.001332, 0.00114, 0.001106, 0.001175, 0.001126]"
300,10,5,FULL_CONDENSING_HPIPM,"[0.034483, 0.03459, 0.031973, 0.032721, 0.031488, 0.030332, 0.029761, 0.029106, 0.029484, 0.030245, 0.030197, 0.029573, 0.029132, 0.030442, 0.030684, 0.029844, 0.030558, 0.029279, 0.029623, 0.029971, 0.029604, 0.02937, 0.028621, 0.030276, 0.031489, 0.031723, 0.03071, 0.031491, 0.031294, 0.030596, 0.030705, 0.030162, 0.031136, 0.030802, 0.030818, 0.030526, 0.030325, 0.029052, 0.029836, 0.029761, 0.029783, 0.029776, 0.029392, 0.029812, 0.029811, 0.029427, 0.029715, 0.029366, 0.029954, 0.030593]"
400,10,5,PARTIAL_CONDENSING_HPIPM,"[0.003007, 0.00188, 0.002152, 0.00189, 0.001627, 0.001606, 0.001565, 0.001665, 0.002146, 0.001724, 0.00284, 0.002364, 0.002091, 0.001924, 0.001671, 0.001708, 0.001854, 0.001973, 0.002224, 0.001678, 0.001855, 0.001712, 0.001609, 0.001645, 0.002148, 0.002454, 0.002158, 0.002385, 0.002231, 0.001826, 0.001658, 0.001983, 0.001765, 0.001946, 0.001702, 0.001869, 0.001575, 0.001537, 0.002132, 0.003556, 0.004321, 0.002912, 0.00175, 0.00169, 0.0023, 0.001784, 0.001905, 0.002358, 0.001988, 0.001744]"
400,10,5,FULL_CONDENSING_HPIPM,"[0.08192, 0.083302, 0.082221, 0.085279, 0.083495, 0.083448, 0.083166, 0.07356, 0.071306, 0.079715, 0.08625, 0.083524, 0.087123, 0.08594, 0.083217, 0.080509, 0.083968, 0.081636, 0.074926, 0.070661, 0.070031, 0.073418, 0.08064, 0.075373, 0.070433, 0.076474, 0.083031, 0.071088, 0.072387, 0.075445, 0.073961, 0.071275, 0.072225, 0.076662, 0.081718, 0.071812, 0.070471, 0.076709, 0.077614, 0.071255, 0.081668, 0.088245, 0.086022, 0.082175, 0.085415, 0.084879, 0.072726, 0.074172, 0.083609, 0.081674]"
500,10,5,PARTIAL_CONDENSING_HPIPM,"[0.004354, 0.003016, 0.002856, 0.00315, 0.003427, 0.002531, 0.00374, 0.002936, 0.003903, 0.003608, 0.002691, 0.003899, 0.004466, 0.003518, 0.003163, 0.002803, 0.003398, 0.003963, 0.003583, 0.002963, 0.00266, 0.002766, 0.00336, 0.002982, 0.003316, 0.003944, 0.004959, 0.003517, 0.003105, 0.003724, 0.004207, 0.003429, 0.002781, 0.003364, 0.003214, 0.004427, 0.003344, 0.002738, 0.002981, 0.002814, 0.003043, 0.002625, 0.003663, 0.003329, 0.004053, 0.003343, 0.002603, 0.00299, 0.002692, 0.003319]"
500,10,5,FULL_CONDENSING_HPIPM,"[0.158061, 0.143897, 0.142581, 0.143529, 0.161672, 0.16372, 0.162084, 0.148071, 0.142614, 0.141538, 0.154279, 0.170603, 0.160338, 0.1642, 0.176006, 0.151357, 0.145468, 0.145519, 0.155678, 0.17204, 0.158479, 0.144685, 0.14823, 0.149377, 0.141872, 0.14814, 0.147613, 0.141969, 0.142352, 0.146696, 0.144577, 0.141974, 0.144907, 0.14862, 0.15884, 0.158865, 0.160763, 0.157664, 0.146715, 0.144166, 0.143976, 0.151318, 0.1546, 0.142594, 0.142488, 0.141394, 0.148064, 0.151235, 0.156795, 0.160598]"
600,10,5,PARTIAL_CONDENSING_HPIPM,"[0.005699, 0.005116, 0.005569, 0.005839, 0.004649, 0.005924, 0.005241, 0.005617, 0.005542, 0.005285, 0.005105, 0.005347, 0.005305, 0.005331, 0.005299, 0.005382, 0.005331, 0.005452, 0.00514, 0.005566, 0.00463, 0.004909, 0.00555, 0.005556, 0.005157, 0.005353, 0.004918, 0.005251, 0.005563, 0.004948, 0.00488, 0.005106, 0.005051, 0.0057, 0.005236, 0.005623, 0.005905, 0.004777, 0.004923, 0.005034, 0.005361, 0.00486, 0.004378, 0.003632, 0.004032, 0.003341, 0.003967, 0.004055, 0.004408, 0.004245]"
600,10,5,FULL_CONDENSING_HPIPM,"[0.264802, 0.264266, 0.264622, 0.276829, 0.282001, 0.263625, 0.272122, 0.270645, 0.268316, 0.257552, 0.249286, 0.262518, 0.346405, 0.270475, 0.2877, 0.292634, 0.335539, 0.27445, 0.250238, 0.250489, 0.270934, 0.277824, 0.254084, 0.317281, 0.268302, 0.33087, 0.297518, 0.285123, 0.292178, 0.307878, 0.26192, 0.327137, 0.241801, 0.243439, 0.239776, 0.247719, 0.245691, 0.250707, 0.248685, 0.249309, 0.24101, 0.238641, 0.238611, 0.233211, 0.241894, 0.264952, 0.246684, 0.238846, 0.238746, 0.24132]"
700,10,5,PARTIAL_CONDENSING_HPIPM,"[0.005932, 0.004713, 0.00489, 0.00539, 0.005298, 0.006, 0.00538, 0.004501, 0.004976, 0.005064, 0.005225, 0.006158, 0.005435, 0.005718, 0.005822, 0.005357, 0.005436, 0.00581, 0.005121, 0.004983, 0.005271, 0.004697, 0.004891, 0.006004, 0.005195, 0.004536, 0.005301, 0.005383, 0.005684, 0.006042, 0.005287, 0.004541, 0.005209, 0.004887, 0.004948, 0.006277, 0.004946, 0.004707, 0.005348, 0.005501, 0.005379, 0.005871, 0.004917, 0.004861, 0.005623, 0.004979, 0.005495, 0.006663, 0.004843, 0.004338]"
700,10,5,FULL_CONDENSING_HPIPM,"[0.373884, 0.376581, 0.376923, 0.375121, 0.369369, 0.37202, 0.369734, 0.371153, 0.377342, 0.374221, 0.387861, 0.394017, 0.38665, 0.390575, 0.378017, 0.395486, 0.384493, 0.378441, 0.380501, 0.398288, 0.442226, 0.480816, 0.438716, 0.397599, 0.453609, 0.479427, 0.511151, 0.513936, 0.517664, 0.505438, 0.598228, 0.562061, 0.538547, 0.518739, 0.416842, 0.401364, 0.414272, 0.42214, 0.437557, 0.425145, 0.443582, 0.578556, 0.468957, 0.483975, 0.549548, 0.530045, 0.54206, 0.50442, 0.396272, 0.391225]"
800,10,5,PARTIAL_CONDENSING_HPIPM,"[0.008249, 0.008363, 0.008104, 0.009102, 0.008311, 0.007006, 0.009299, 0.007404, 0.007063, 0.00606, 0.006876, 0.007592, 0.006545, 0.006927, 0.006316, 0.006988, 0.006736, 0.006849, 0.005842, 0.005898, 0.006753, 0.00696, 0.006794, 0.006366, 0.006873, 0.007212, 0.009544, 0.007063, 0.006745, 0.007809, 0.007179, 0.006846, 0.00594, 0.007143, 0.007728, 0.007242, 0.006405, 0.00611, 0.006309, 0.007021, 0.006641, 0.006111, 0.007624, 0.00754, 0.006267, 0.006381, 0.005826, 0.006356, 0.006853, 0.007507]"
800,10,5,FULL_CONDENSING_HPIPM,"[0.573505, 0.581869, 0.587811, 0.572789, 0.576216, 0.603447, 0.625133, 0.639144, 0.718283, 0.680256, 0.676185, 0.79731, 0.81955, 0.848388, 0.739372, 0.648813, 0.665102, 0.733156, 0.661616, 0.619573, 0.744052, 0.702832, 0.673058, 0.59219, 0.603631, 0.598906, 0.604744, 0.60791, 0.602786, 0.616599, 0.59868, 0.596678, 0.595867, 0.604004, 0.603472, 0.604748, 0.618029, 0.597807, 0.607406, 0.606337, 0.607967, 0.611741, 0.609261, 0.626025, 0.601075, 0.604859, 0.597797, 0.602462, 0.598581, 0.595282]"
900,10,5,PARTIAL_CONDENSING_HPIPM,"[0.008025, 0.008099, 0.009146, 0.007269, 0.007987, 0.007965, 0.009107, 0.007893, 0.007686, 0.007758, 0.009152, 0.007301, 0.008482, 0.007488, 0.008804, 0.007741, 0.008126, 0.007783, 0.00873, 0.007667, 0.007652, 0.007716, 0.008577, 0.007702, 0.008342, 0.007887, 0.008734, 0.00739, 0.008262, 0.007732, 0.0091, 0.00745, 0.008177, 0.007845, 0.008895, 0.007495, 0.008296, 0.009252, 0.008842, 0.007891, 0.00802, 0.008945, 0.008026, 0.008065, 0.007832, 0.008649, 0.00848, 0.007781, 0.008362, 0.009014]"
900,10,5,FULL_CONDENSING_HPIPM,"[0.871299, 0.846896, 0.86627, 0.848337, 0.862898, 1.072182, 0.972138, 0.832425, 0.857762, 0.862083, 0.853312, 0.857896, 0.864051, 0.903636, 0.892905, 0.860373, 0.853739, 0.857221, 0.86379, 0.866276, 0.883254, 0.87014, 0.848016, 0.858766, 0.867762, 0.842877, 0.849697, 0.85652, 0.854031, 0.85663, 0.836488, 0.844062, 0.841313, 0.845798, 0.844552, 0.840329, 0.845643, 0.842064, 0.83569, 0.842379, 0.815967, 0.787666, 0.785347, 0.79268, 0.789178, 0.805275, 0.788748, 0.785745, 0.799173, 0.878147]"
1000,10,5,PARTIAL_CONDENSING_HPIPM,"[0.008818, 0.009064, 0.010432, 0.008971, 0.008755, 0.008554, 0.010061, 0.008256, 0.009143, 0.00899, 0.00946, 0.008482, 0.008137, 0.009529, 0.008594, 0.008588, 0.009132, 0.009188, 0.008429, 0.00853, 0.008967, 0.009543, 0.008906, 0.008725, 0.009464, 0.008678, 0.008805, 0.008709, 0.00977, 0.008443, 0.008909, 0.009827, 0.008572, 0.009609, 0.009221, 0.010069, 0.008627, 0.009142, 0.009624, 0.008849, 0.009314, 0.008879, 0.009807, 0.008448, 0.009174, 0.009778, 0.008339, 0.009494, 0.008795, 0.009678]"
1000,10,5,FULL_CONDENSING_HPIPM,"[1.081854, 1.062159, 1.05839, 1.079933, 1.45747, 1.102489, 1.083143, 1.076132, 1.058832, 1.057434, 1.065208, 1.071643, 1.052535, 1.054079, 1.103052, 1.154684, 1.100595, 1.070641, 1.081991, 1.355805, 1.086322, 1.101136, 1.087325, 1.087279, 1.097402, 1.079934, 1.051341, 1.054056, 1.049585, 1.042354, 1.047542, 1.060335, 1.045722, 1.041935, 1.0546470000000001, 1.064387, 1.050855, 1.0490949999999999, 1.040938, 1.055639, 1.051653, 1.058719, 1.070318, 1.078537, 1.065744, 1.056899, 1.056159, 1.077819, 1.06885, 1.068546]"
